SYMBOL,SERIES,CLOSE_PRICE1,CLOSE_PRICE2,CLOSE_PRICE3,CLOSE_PRICE4,CLOSE_PRICE5,CLOSE_PRICE6,CLOSE_PRICE7,CLOSE_PRICE8,CLOSE_PRICE9,CLOSE_PRICE10,%P_CHANGE,TTL_TRD_QNTY1,TTL_TRD_QNTY2,TTL_TRD_QNTY3,TTL_TRD_QNTY4,TTL_TRD_QNTY5,TTL_TRD_QNTY6,TTL_TRD_QNTY7,TTL_TRD_QNTY8,TTL_TRD_QNTY9,TTL_TRD_QNTY10,%TTL_TRD_QNTY_CHANGE,DELIV_QTY1,DELIV_QTY2,DELIV_QTY3,DELIV_QTY4,DELIV_QTY5,DELIV_QTY6,DELIV_QTY7,DELIV_QTY8,DELIV_QTY9,DELIV_QTY10,DELIV_PER1,DELIV_PER2,DELIV_PER3,DELIV_PER4,DELIV_PER5,DELIV_PER6,DELIV_PER7,DELIV_PER8,DELIV_PER9,DELIV_PER10,CASHFLOW1,CASHFLOW2,CASHFLOW3,CASHFLOW4,CASHFLOW5,CASHFLOW6,CASHFLOW7,CASHFLOW8,CASHFLOW9,"SUM FUTSTK,XX1","SUM FUTSTK,XX2","SUM FUTSTK,XX3","SUM FUTSTK,XX4","SUM FUTSTK,XX5","SUM FUTSTK,XX6","SUM FUTSTK,XX7","SUM FUTSTK,XX8","SUM FUTSTK,XX9","SUM FUTSTK,XX10",%OI_CHANGE,"SUM AVG,VAL_INLAKH1","SUM AVG,VAL_INLAKH2","SUM AVG,VAL_INLAKH3","SUM AVG,VAL_INLAKH4","SUM AVG,VAL_INLAKH5","SUM AVG,VAL_INLAKH6","SUM AVG,VAL_INLAKH7","SUM AVG,VAL_INLAKH8","SUM AVG,VAL_INLAKH9","SUM AVG,VAL_INLAKH10",AVG_PRICE1,AVG_PRICE2,AVG_PRICE3,AVG_PRICE4,AVG_PRICE5,AVG_PRICE6,AVG_PRICE7,AVG_PRICE8,AVG_PRICE9,AVG_PRICE10
AARTISURF," EQ",731.8,736.3,748.3,748.3,753.9,751,765.55,766.65,769.5,766.25,-0.6111639277468424,6534,4456,6744,6744,2173,6320,3814,3750,4642,5989,0.4663," 4649"," 2914"," 3616"," 3616"," 1139"," 3261"," 2231"," 2351"," 2931"," 3225"," 71.15"," 65.39"," 53.62"," 53.62"," 52.42"," 51.60"," 58.50"," 62.69"," 63.14"," 53.85",-3405020.5799999996,-2156913.66,-2726572.48,2726572.48,-855035.91,-2464305.0900000003,-1706134.94,-1811351.4600000002,2268300.9,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,732.42,740.19,754.03,754.03,750.69,755.69,764.74,770.46,773.9,767.55
AARVEEDEN," EQ",25.35,25.55,25.85,25.85,26.15,26.1,26.3,26.2,25.7,25.4,-0.782778864970643,9623,5611,14026,14026,6406,29581,29903,36402,77246,5212,0.7150," 8044"," 4351"," 8526"," 8526"," 2685"," 20001"," 22890"," 23885"," 43622"," 2742"," 83.59"," 77.54"," 60.79"," 60.79"," 41.91"," 67.61"," 76.55"," 65.61"," 56.47"," 52.61",-204076.28,111385.6,-217924.56,-217924.56,-69595.20000000001,531026.55,602464.8,-624592.75,1150748.3599999999,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,25.37,25.6,25.56,25.56,25.92,26.55,26.32,26.15,26.38,25.3
AARVI," EQ",156.6,154,156.1,156.1,157.1,152.75,155.25,158.15,160.6,153.65,1.6883116883116847,15645,21123,13665,13665,10929,20892,14156,17350,49798,27358,-0.2593," 10646"," 12595"," 7246"," 7246"," 8058"," 11668"," 8366"," 9336"," 18491"," 13728"," 68.05"," 59.63"," 53.03"," 53.03"," 73.73"," 55.85"," 59.10"," 53.81"," 37.13"," 50.18",1667695.9000000001,-1939126.2000000002,-1145302.76,1145302.76,1263736.1400000001,-1794771.76,-1314800.56,-1479475.92,2981488.8400000003,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,156.65,153.96,158.06,158.06,156.83,153.82,157.16,158.47,161.24,154.3
AAVAS," EQ",1964.5,1988.65,1971.9,1971.9,2010.95,1990.05,2059.8,2033.7,2046,2052.9,-1.21439167274282,48070,45328,171548,171548,6665,213451,152619,126991,40300,51479,0.0605," 22287"," 24451"," 141894"," 141894"," 3813"," 143622"," 74318"," 87563"," 18664"," 28152"," 46.36"," 53.94"," 82.71"," 82.71"," 57.21"," 67.29"," 48.70"," 68.95"," 46.31"," 54.69",-43607858.550000004,-48584381.51,-282989136.78,-282989136.78,7683881.34,-286626425.40000004,152907055.45999998,-178263382.29,-38341081.92,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1956.65,1987.01,1994.37,1994.37,2015.18,1995.7,2057.47,2035.83,2054.28,2061.9
ABAN," EQ",50.3,49.85,49.7,49.7,50.1,50.15,50.05,50.05,50.9,50.75,0.9027081243731108,65884,90230,75365,75365,38474,84633,96684,133731,90500,119556,-0.2698," 36307"," 53300"," 41208"," 41208"," 25151"," 43710"," 56142"," 76357"," 53666"," 56310"," 55.11"," 59.07"," 54.68"," 54.68"," 65.37"," 51.65"," 58.07"," 57.10"," 59.30"," 47.10",1825879.03,2670863,-2056691.2799999998,-2056691.2799999998,-1263837.75,-2199050.1,-2826749.7,-3862900.6300000004,-2746089.22,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,50.29,50.11,49.91,49.91,50.25,50.31,50.35,50.59,51.17,51.4
ABSLAMC," EQ",412.5,433.75,427.6,427.6,435.2,426.6,433.05,435.05,435.4,435.1,-4.899135446685879,347702,38033,47876,47876,16625,44758,34979,44607,58695,28708,8.1421," 150178"," 25505"," 29542"," 29542"," 13172"," 31204"," 27340"," 34103"," 47734"," 15696"," 43.19"," 67.06"," 61.71"," 61.71"," 79.23"," 69.72"," 78.16"," 76.45"," 81.33"," 54.67",-61699129.519999996,11054377.1,-12706900.459999999,-12706900.459999999,5727580.76,-13471078.84,-11842047.6,-14831394.7,-20783860.94,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,410.84,433.42,430.13,430.13,434.83,431.71,433.14,434.9,435.41,435.75
ABSLBANETF," EQ",41,41.35,41.02,41.02,41.38,40.92,40.19,40.32,40.33,39.93,-0.8464328899637277,2296280,14465,11418,11418,3133,17675,7172,1348,4209,4820,157.7473," 2292966"," 10576"," 9225"," 9225"," 1821"," 13442"," 6935"," 799"," 2993"," 1063"," 99.86"," 73.11"," 80.79"," 80.79"," 58.12"," 76.05"," 96.70"," 59.27"," 71.11"," 22.05",-93782309.39999999,436577.28,-380715.75,-380715.75,75261.93,547895.9199999999,-277885.45,32319.550000000003,120857.34000000001,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,40.9,41.28,41.27,41.27,41.33,40.76,40.07,40.45,40.38,39.75
ABSLNN50ET," EQ",43.37,43.56,42.86,42.86,43.61,42.93,43.27,43.04,43.19,42.7,-0.43617998163453814,491,6687,11273,11273,561,1674,3218,1378,1109,5417,-0.9266," 425"," 4136"," 8081"," 8081"," 555"," 1199"," 3098"," 1150"," 559"," 4270"," 86.56"," 61.85"," 71.68"," 71.68"," 98.93"," 71.62"," 96.27"," 83.45"," 50.41"," 78.83",18504.5,179791.91999999998,-347806.24,-347806.24,24436.65,-51545.01,-133461.84,49795,24048.18,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,43.54,43.47,43.04,43.04,44.03,42.99,43.08,43.3,43.02,42.33
ACCELYA," EQ",1202.9,1220.95,1180.2,1180.2,1191.15,1192.8,1217.35,1205.3,1106.65,1054.8,-1.4783570170768625,16428,59072,28772,28772,21493,69133,188898,394697,27044,6083,-0.7219," 10353"," 28196"," 17818"," 17818"," 13991"," 35667"," 71364"," 110475"," 17650"," 3544"," 63.02"," 47.73"," 61.93"," 61.93"," 65.10"," 51.59"," 37.78"," 27.99"," 65.26"," 58.26",-12545454.81,34504009.12,-21085108.479999997,-21085108.479999997,-16727219.87,-43146369.9,87450159.24000001,131782313.24999999,19324808.5,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1211.77,1223.72,1183.36,1183.36,1195.57,1209.7,1225.41,1192.87,1094.89,1050.59
ACCURACY," EQ",242.1,239.85,246.2,246.2,264.7,253.8,254.35,254.9,262.25,260.65,0.9380863039399625,7809,41476,75365,75365,31990,38382,25325,51081,49201,64359,-0.8117," 6301"," 28756"," 35214"," 35214"," 19558"," 8107"," 7032"," 15328"," 19429"," 27196"," 80.69"," 69.33"," 46.72"," 46.72"," 61.14"," 21.12"," 27.77"," 30.01"," 39.49"," 42.26",-1522825.68,-6957514.199999999,-8758073.94,-8758073.94,5171917.52,-2041180.46,-1786760.8800000001,-3941748.4800000004,5106718.359999999,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,241.68,241.95,248.71,248.71,264.44,251.78,254.09,257.16,262.84,261.44
ACE," EQ",296.75,286.95,287.15,287.15,293.4,283.4,287.9,286.55,289.9,275.25,3.415229133995474,1016078,254701,311582,311582,244822,354290,133775,203013,493241,187742,2.9893," 398044"," 97176"," 140964"," 140964"," 161586"," 104178"," 46097"," 72505"," 181569"," 66731"," 39.17"," 38.15"," 45.24"," 45.24"," 66.00"," 29.40"," 34.46"," 35.71"," 36.81"," 35.54",118585268.48,28150915.44,-40677981.48,-40677981.48,47178264.42,30059520.12,-13170373.87,20908266.85,51714482.58,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,297.92,289.69,288.57,288.57,291.97,288.54,285.71,288.37,284.82,275.39
ACRYSIL," EQ",524.45,529.5,539.4,539.4,549.1,549.8,548.9,557.2,557.6,560.5,-0.953729933899897,58597,79067,61485,61485,38376,79840,78451,53205,84971,47101,-0.2589," 35357"," 51183"," 39109"," 39109"," 29869"," 45396"," 48454"," 24649"," 37904"," 23993"," 60.34"," 64.73"," 63.61"," 63.61"," 77.83"," 56.86"," 61.76"," 46.33"," 44.61"," 50.94",-18616521.21,-27314831.61,-21142716.490000002,-21142716.490000002,16471260.05,-24912870.84,-26704937.56,-13825624.1,-21330096.96,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,526.53,533.67,540.61,540.61,551.45,548.79,551.14,560.9,562.74,565
ADANIGREEN," EQ",2098.55,2117.6,2079.9,2079.9,2121.25,2105.3,2138.9,2119.8,2153.75,2154.45,-0.8996033245183098,879806,1265324,960922,960922,120561,5902738,1003651,1373248,2404969,2910329,-0.3047," 334963"," 434002"," 477217"," 477217"," 38440"," 2718336"," 252333"," 342857"," 709791"," 537997"," 38.07"," 34.30"," 49.66"," 49.66"," 31.88"," 46.05"," 25.14"," 24.97"," 29.51"," 18.49",-702008756.1400001,917202466.72,-996452956.8500001,-996452956.8500001,81642716,-5744142984.96,-534617927.09999996,-732373409.13,1543802522.91,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,2095.78,2113.36,2088.05,2088.05,2123.9,2113.11,2118.7,2136.09,2175.01,2118.49
ADANITRANS," EQ",3277.95,3282.45,3188.45,3188.45,3283.95,3273.7,3270.05,3141.7,3243,3074.35,-0.13709272037654802,515385,596955,541744,541744,82855,764057,842167,806069,637598,369563,-0.1366," 224772"," 304783"," 261219"," 261219"," 14322"," 186517"," 194261"," 163682"," 135941"," 53692"," 43.61"," 51.06"," 48.22"," 48.22"," 17.29"," 24.41"," 23.07"," 20.31"," 21.32"," 14.53",732289194.24,989075695.9399999,-844053444.99,-844053444.99,47187266.279999994,608388611.28,-623224254.98,528612655.82000005,434445685.44,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,3257.92,3245.18,3231.21,3231.21,3294.74,3261.84,3208.18,3229.51,3195.84,3037.24
ADFFOODS," EQ",707.6,706,714.9,714.9,713.4,707.25,713.05,713.1,730.85,711.95,0.2266288951841392,3413,10149,3588,3588,2059,4740,3261,8545,24921,6865,-0.6637," 2310"," 6649"," 2156"," 2156"," 1360"," 2714"," 1726"," 4153"," 15784"," 2990"," 67.68"," 65.51"," 60.09"," 60.09"," 66.05"," 57.26"," 52.93"," 48.60"," 63.34"," 43.55",1632477,-4691933.34,-1540871.6400000001,1540871.6400000001,970060.7999999999,-1934539.2,-1232294.96,3008142.49,11404413.52,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,706.7,705.66,714.69,714.69,713.28,712.8,713.96,724.33,722.53,707.4
ADORWELD," EQ",867.4,871.8,856.25,856.25,881.95,887.95,891.75,897,879.5,886.55,-0.5047029135122709,6996,7483,15997,15997,2231,6315,15034,11136,6580,21721,-0.0651," 4721"," 5068"," 8266"," 8266"," 1393"," 2611"," 7020"," 7865"," 2847"," 7532"," 67.48"," 67.73"," 51.67"," 51.67"," 62.44"," 41.35"," 46.69"," 70.63"," 43.27"," 34.68",4129175.44,4387012.84,-7139592.18,-7139592.18,1230478.69,-2300578.21,6291324,7047433.25,-2520933.09,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,874.64,865.63,863.73,863.73,883.33,881.11,896.2,896.05,885.47,890.79
ADROITINFO," EQ",18.25,19,17.3,17.3,15.75,14.95,15.5,16.3,16.25,15.75,-3.9473684210526314,183054,99388,146204,146204,30593,105225,51335,28971,15060,43689,0.8418," 116345"," 69769"," 102140"," 102140"," 29103"," 66987"," 35426"," 23738"," 11491"," 27548"," 63.56"," 70.20"," 69.86"," 69.86"," 95.13"," 63.66"," 69.01"," 81.94"," 76.30"," 63.05",2230333.6500000004,1305377.99,-1753743.8000000003,1753743.8000000003,453424.74,-987388.38,-552645.6,382656.56,184085.82,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,19.17,18.71,17.17,17.17,15.58,14.74,15.6,16.12,16.02,15.31
ADSL," EQ",101.2,101.4,100.1,100.1,99.15,98.2,100.4,101.05,101.15,100.05,-0.1972386587771231,54138,54094,47416,47416,37247,92209,58011,47394,93448,177325,0.0008," 31898"," 28880"," 24094"," 24094"," 23004"," 47585"," 30712"," 25245"," 45361"," 107501"," 58.92"," 53.39"," 50.81"," 50.81"," 61.76"," 51.61"," 52.94"," 53.27"," 48.54"," 60.62",-3249768.2399999998,2942583.2,-2403376.5,2403376.5,-2280616.56,-4730424.85,-3078570.88,2566911.6,4590533.2,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,101.88,101.89,99.75,99.75,99.14,99.41,100.24,101.68,101.2,100.51
ADVANIHOTR," EQ",82.95,82.3,82.2,82.2,83.15,82.45,83.3,82.05,81.6,81.05,0.7897934386391321,16618,24538,11048,11048,8605,16945,20205,17387,25401,23482,-0.3228," 12566"," 14335"," 7406"," 7406"," 6283"," 9712"," 12097"," 9828"," 13049"," 12381"," 75.62"," 58.42"," 67.03"," 67.03"," 73.02"," 57.31"," 59.87"," 56.52"," 51.37"," 52.73",1044360.26,-1173606.45,-609958.16,-609958.16,521740.32000000007,806193.12,998486.3800000001,808353,1066494.77,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,83.11,81.87,82.36,82.36,83.04,83.01,82.54,82.25,81.73,80.98
ADVENZYMES," EQ",284.1,286.65,282.3,282.3,286.4,282.05,284.05,282.85,279.65,266.85,-0.8895866038723024,45575,56238,38500,38500,55825,61600,77754,166999,203378,49435,-0.1896," 28954"," 33124"," 22678"," 22678"," 33613"," 42506"," 35734"," 61260"," 72166"," 25872"," 63.53"," 58.90"," 58.90"," 58.90"," 60.21"," 69.00"," 45.96"," 36.68"," 35.48"," 52.34",-8240597.94,9432721.479999999,-6449169.64,-6449169.64,9585755.34,-11992217.78,-10119154.120000001,17377624.2,20031838.279999997,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,284.61,284.77,284.38,284.38,285.18,282.13,283.18,283.67,277.58,266.91
AEGISCHEM," EQ",317.5,300.25,299.4,299.4,299.35,294.2,302,299.8,274.3,272.4,5.745212323064114,5952834,755042,707904,707904,246488,903293,3411786,4300408,717146,300350,6.8841," 1297213"," 451011"," 179269"," 179269"," 113007"," 265918"," 584784"," 1157273"," 410049"," 104448"," 21.79"," 59.73"," 25.32"," 25.32"," 45.85"," 29.44"," 17.14"," 26.91"," 57.18"," 34.78",412993702.81,135167996.7,-53685687.43000001,53685687.43000001,33713378.309999995,-78905848.14,177136921.44000003,340261407.46,-112320622.08000001,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,318.37,299.7,299.47,299.47,298.33,296.73,302.91,294.02,273.92,274.46
AETHER," EQ",956.05,961.2,1004.2,1004.2,995.1,961.65,943.15,941.3,945.95,947.8,-0.5357885975863599,116372,105576,154092,154092,68703,125881,31109,29534,26222,33011,0.1023," 42092"," 57793"," 65546"," 65546"," 41296"," 73047"," 15489"," 14456"," 12169"," 19510"," 36.17"," 54.74"," 42.54"," 42.54"," 60.11"," 58.03"," 49.79"," 48.95"," 46.41"," 59.10",-39917527.28,-56302518.53,-66322720.1,66322720.1,40963980.160000004,69508603.32,-14660338.5,-13703709.76,-11548502.69,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,948.34,974.21,1011.85,1011.85,991.96,951.56,946.5,947.96,949.01,949.3
AFFLE," EQ",1155.6,1163.2,1181.65,1181.65,1190.4,1180.1,1175.1,1190.85,1179.1,1157.75,-0.6533700137551699,173887,135943,94963,94963,41057,120664,103276,182877,155110,179295,0.2791," 75226"," 59665"," 45734"," 45734"," 25366"," 62039"," 33995"," 92245"," 67887"," 83333"," 43.26"," 43.89"," 48.16"," 48.16"," 61.78"," 51.41"," 32.92"," 50.44"," 43.77"," 46.48",-86822840.16000001,-69584902.9,-54368579.199999996,-54368579.199999996,30237793.959999997,73492640.17999999,-39969281.3,109297410.69999999,79644349.53,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1154.16,1166.26,1188.8,1188.8,1192.06,1184.62,1175.74,1184.86,1173.19,1156.16
AGARIND," EQ",681.05,682,690.7,690.7,680,664.8,681.15,692.1,680.25,669.25,-0.13929618768329113,20646,29909,78727,78727,22021,41627,46321,81897,50517,70725,-0.3097," 10855"," 16532"," 35729"," 35729"," 13364"," 25311"," 19399"," 35979"," 19971"," 34100"," 52.58"," 55.27"," 45.38"," 45.38"," 60.69"," 60.80"," 41.88"," 43.93"," 39.53"," 48.21",-7371087.749999999,-11393523.76,-24753408.49,24753408.49,9050902.64,-16960901.1,-13288896.969999999,25128453.18,13648780.53,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,679.05,689.18,692.81,692.81,677.26,670.1,685.03,698.42,683.43,668.28
AGI," EQ",316.2,323.55,323.45,323.45,324.3,320.9,324.35,327.2,330.7,325.25,-2.2716736207695942,133659,120713,91823,91823,33466,73495,73587,87104,122228,105925,0.1072," 67354"," 48401"," 46717"," 46717"," 19501"," 31721"," 28850"," 43123"," 47813"," 40316"," 50.39"," 40.10"," 50.88"," 50.88"," 58.27"," 43.16"," 39.21"," 49.51"," 39.12"," 38.06",-21392977.48,15780662.040000001,-15188631.040000001,-15188631.040000001,6342310.23,-10249372.31,-9382597,-14237058.45,15801718.370000001,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,317.62,326.04,325.12,325.12,325.23,323.11,325.22,330.15,330.49,325.31
AGRITECH," EQ",113.15,104.8,110.05,110.05,115.35,110.4,120.8,109.85,104.15,96.1,7.9675572519084055,31224,23185,8391,8391,6235,71497,48428,45204,18584,6404,0.3467," 17336"," 10388"," 4801"," 4801"," 4257"," 34875"," 32219"," 27387"," 12667"," 4205"," 55.52"," 44.80"," 57.22"," 57.22"," 68.28"," 48.78"," 66.53"," 60.59"," 68.16"," 65.66",1932270.5599999998,-1100608.6,-539248.32,-539248.32,-487469.07,4177327.5,3778644.32,2943280.89,1293174.03,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,111.46,105.95,112.32,112.32,114.51,119.78,117.28,107.47,102.09,97.37
AGROPHOS," EQ",35.4,36.6,37.2,37.2,37.3,36.6,37.4,38.2,38.7,35.2,-3.2786885245901716,78257,35882,43333,43333,10560,34954,35539,177986,122419,43311,1.1810," 50714"," 13192"," 21314"," 21314"," 8656"," 23493"," 20535"," 107420"," 83548"," 19287"," 64.80"," 36.76"," 49.19"," 49.19"," 81.97"," 67.21"," 57.78"," 60.35"," 68.25"," 44.53",-1816068.34,-485597.52,-797569.88,797569.88,321137.60000000003,-871355.3700000001,-774169.5000000001,4260277.199999999,3129708.08,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,35.81,36.81,37.42,37.42,37.1,37.09,37.7,39.66,37.46,34.94
AGSTRA," EQ",82.85,85.85,85.25,85.25,81.4,80.2,81.5,81.95,83.6,80.95,-3.4944670937682005,129129,280211,599168,599168,35346,114908,86698,126677,465819,238308,-0.5392," 72297"," 166537"," 275453"," 275453"," 25972"," 67545"," 46460"," 55833"," 237305"," 144016"," 55.99"," 59.43"," 45.97"," 45.97"," 73.48"," 58.78"," 53.59"," 44.08"," 50.94"," 60.43",-6067164.24,14368812.36,-23567758.68,23567758.68,2114640.24,-5475873.149999999,-3794388.2,-4621855.74,19912262.55,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,83.92,86.28,85.56,85.56,81.42,81.07,81.67,82.78,83.91,80.34
AHLUCONT," EQ",436.1,433.85,437.65,437.65,437.75,431,419.45,420.6,418.35,427,0.5186124236487265,7490,61860,5189,5189,6253,9739,2696,3153,19283,24786,-0.8789," 4138"," 43491"," 3932"," 3932"," 3934"," 6953"," 1564"," 1466"," 7337"," 7919"," 55.25"," 70.31"," 75.78"," 75.78"," 62.91"," 71.39"," 58.01"," 46.50"," 38.05"," 31.95",-1796926.5,19132125.810000002,-1718637.88,1718637.88,1717466.38,2991528.25,-658835,-619810.14,-3106192.3200000003,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,434.25,439.91,437.09,437.09,436.57,430.25,421.25,422.79,423.36,433.78
AIAENG," EQ",2638.85,2672.4,2648.35,2648.35,2605.1,2606.35,2584.6,2604.35,2603.1,2592.15,-1.2554258344559266,13172,81052,32094,32094,2372,30361,28674,19388,48414,67756,-0.8375," 5903"," 58330"," 13249"," 13249"," 871"," 18342"," 15762"," 7848"," 25101"," 45086"," 44.81"," 71.97"," 41.28"," 41.28"," 36.72"," 60.41"," 54.97"," 40.48"," 51.85"," 66.54",-15675357.469999999,156882618.10000002,-34793728.86,34793728.86,2269895.68,-47657835.18,-40955350.32,20517889.68,-65106220.769999996,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,2655.49,2689.57,2626.14,2626.14,2606.08,2598.29,2598.36,2614.41,2593.77,2619.76
AIRAN," EQ",17.45,17.45,17.65,17.65,17.5,17.15,17.25,17.55,17.65,17.6,0,104977,103355,82363,82363,79021,119091,159575,133924,78993,129056,0.0157," 70648"," 68845"," 46963"," 46963"," 64305"," 86964"," 120218"," 56904"," 51837"," 70208"," 67.30"," 66.61"," 57.02"," 57.02"," 81.38"," 73.02"," 75.34"," 42.49"," 65.62"," 54.40",1237046.4800000002,-1204787.5,-826079.17,826079.17,1119550.05,-1500129,-2086984.48,-1004924.64,916478.16,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,17.51,17.5,17.59,17.59,17.41,17.25,17.36,17.66,17.68,17.59
AIROLAM," EQ",108.2,111,109.05,109.05,111.5,108.9,102.15,105.3,106.05,108.6,-2.52252252252252,43797,118683,42643,42643,57969,325682,42628,47740,46451,54273,-0.6310," 25643"," 45429"," 20174"," 20174"," 32160"," 122032"," 24833"," 31760"," 27103"," 24272"," 58.55"," 38.28"," 47.31"," 47.31"," 55.48"," 37.47"," 58.26"," 66.53"," 58.35"," 44.72",-2812780.67,5160280.11,-2218534.78,-2218534.78,-3603528,13740803.2,-2558047.33,-3351315.1999999997,-2901105.12,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,109.69,113.59,109.97,109.97,112.05,112.6,103.01,105.52,107.04,109.73
AJANTPHARM," EQ",1310.5,1295.9,1261.8,1261.8,1241.8,1232.35,1238.95,1241.4,1264.75,1257.45,1.1266301412145927,342023,32417,37117,37117,2666,26482,67210,35782,53726,21283,9.5507," 69816"," 19089"," 23126"," 23126"," 1386"," 14881"," 44223"," 18204"," 21435"," 8684"," 20.41"," 58.89"," 62.31"," 62.31"," 51.99"," 56.19"," 65.80"," 50.87"," 39.90"," 40.80",-86203211.52,24506076.419999998,-29054812.619999997,29054812.619999997,-1720940.76,-18506011.599999998,-55003682.94,-22730970.720000003,-26957084.7,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1234.72,1283.78,1256.37,1256.37,1241.66,1243.6,1243.78,1248.68,1257.62,1264.01
AJMERA," EQ",241,248.35,250.5,250.5,249.25,245.75,248.6,252.05,249.9,246.45,-2.9595329172538736,27151,9057,11164,11164,7161,12904,8375,14862,18082,42617,1.9978," 17387"," 4586"," 5689"," 5689"," 4891"," 7650"," 5736"," 7319"," 10083"," 26333"," 64.04"," 50.63"," 50.96"," 50.96"," 68.30"," 59.28"," 68.49"," 49.25"," 55.76"," 61.79",-4240341.56,-1142051.58,-1422534.45,1422534.45,1218641.56,-1895517,-1431189.3599999999,1846876.46,2522262.45,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,243.88,249.03,250.05,250.05,249.16,247.78,249.51,252.34,250.15,249.51
AJOONI," EQ",7.05,6.95,7.05,7.05,6.85,7.05,7.15,7.25,7.2,7.35,1.4388489208633042,112225,140203,650147,650147,230162,168466,115543,278537,371478,233637,-0.1996," 79941"," 87858"," 389626"," 389626"," 178777"," 133673"," 91905"," 143705"," 232245"," 161598"," 71.23"," 62.66"," 59.93"," 59.93"," 77.67"," 79.35"," 79.54"," 51.59"," 62.52"," 69.17",564383.46,611491.68,-2665041.84,-2665041.84,-1247863.46,-947741.57,-657120.75,1051920.6,-1697710.95,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,7.06,6.96,6.84,6.84,6.98,7.09,7.15,7.32,7.31,7.36
AJRINFRA," EQ",1.5,1.45,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.448275862068969,931673,445970,708219,708219,361855,844483,452140,354355,573018,1508503,1.0891," 841165"," 288176"," 594395"," 594395"," 261768"," 655984"," 312994"," 260096"," 511554"," 1160379"," 90.29"," 64.62"," 83.93"," 83.93"," 72.34"," 77.68"," 69.23"," 73.40"," 89.27"," 76.92",1261747.5,-426500.48,-885648.55,-885648.55,-392652,-983976,475750.88,-392744.96,777562.08,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1.5,1.48,1.49,1.49,1.5,1.5,1.52,1.51,1.52,1.51
